external_repayment_loans,credit_card_interest_incidence,default_flag,bnpl_usage_frequency,financial_stress_score,credit_limit_utilisation,payment_delinquency_count,impulsive_buying_score,financial_literacy_assessment,debt_accumulation_metric,return_dispute_incidents,demographic_risk_factor,bnpl_debt_ratio,stress_usage_interaction
1,0,0,-0.7302577564935954,-1.2460888001346755,-1.7467341947147608,-1.5000968737847915,-0.5283112185399405,1.4906955252075649,0.7345929832723368,-0.484418918001618,-0.0446570369419838,1.6917059636811222,0.9099660115781444
0,0,0,1.319109193441658,0.5294723285838702,-0.2229654600934616,-1.5000968737847915,-0.5283112185399405,1.1543472568845583,-0.3119632722449537,-0.484418918001618,0.6531091652765132,1.6040945678863134,0.6984318163079455
0,0,0,0.4082794379148786,1.2396967800712884,0.8055784357759153,1.4621797332151916,0.1604908916816247,-0.527394084730474,-1.7578633621043682,1.2675482357112866,1.35087536749501,-0.7263685602556009,0.5061427045523905
0,1,0,-1.6410875120203747,1.5948090058149975,-0.1848712417279291,-0.9076415523847948,-0.872712273650723,0.4816507202385454,-1.1175361794523415,1.2675482357112866,-1.4401894413789778,-1.3571706099782244,-2.6172211435006214
1,1,0,0.4082794379148786,0.5294723285838702,-1.5562631028870986,-0.9076415523847948,-0.872712273650723,-0.527394084730474,-0.6011432902168365,0.3915646588548342,0.6531091652765132,-1.760183030634345,0.2161726647057044
0,1,0,-0.2748428787302058,-0.180752122903548,0.462730470486123,0.2772690904151984,-0.5283112185399405,0.1453024519155389,0.2526262866525322,1.2675482357112866,-0.7424232391604808,0.3950573059179519,0.0496784337954071
0,1,1,1.5468166323233528,1.5948090058149975,0.1579767235618631,0.869724411815195,0.1604908916816247,-1.5364388896994936,-0.4152418500920546,1.2675482357112866,-0.0446570369419838,1.130993030594346,2.4668770955737087
0,0,0,0.6359868767965734,0.8845845543275793,-0.8324729539419814,0.869724411815195,-1.2171133287615057,0.1453024519155389,-1.3240933351465436,-0.484418918001618,-1.4401894413789778,-0.1656556271688244,0.562584167969286
0,1,0,-0.7302577564935954,0.174360102840161,-1.213415137597306,1.4621797332151916,1.5380951121247552,-0.1910458164074675,0.0254134153889098,-0.484418918001618,-0.7424232391604808,1.4113494971377345,-0.1273278175220485
0,0,0,1.5468166323233528,-1.2460888001346755,-0.8324729539419814,0.869724411815195,1.5380951121247552,-0.527394084730474,0.238855809606252,1.2675482357112866,-0.0446570369419838,-0.7964576768914479,-1.9274708814001664
1,0,0,-0.9579651953752902,1.5948090058149975,0.0055998500997332,-0.3151862309847982,-0.1839101634291578,0.4816507202385454,-0.6493399598788169,-1.3604024948580704,0.6531091652765132,-0.2007001854867479,-1.5277715208418363
0,1,0,-0.0471354398485109,-0.180752122903548,-1.4800746661560336,1.4621797332151916,-0.872712273650723,-0.8637423530534806,-0.8352414000035988,1.2675482357112866,-1.4401894413789778,0.9032034015278432,0.0085198308166108
0,0,0,0.4082794379148786,0.5294723285838702,-1.4800746661560336,0.2772690904151984,-0.872712273650723,1.1543472568845583,0.5762324972401153,0.3915646588548342,-1.4401894413789778,-1.0768141434348362,0.2161726647057044
1,1,0,-1.41338007313868,0.174360102840161,0.6912957806793179,0.2772690904151984,-1.2171133287615057,-0.8637423530534806,-0.6493399598788169,1.2675482357112866,-0.7424232391604808,-1.462304284931995,-0.2464370949046945
1,0,0,-0.5025503176119006,0.8845845543275793,-0.7943787355764489,-0.9076415523847948,0.8492930019031899,-0.1910458164074675,0.1355772317591507,0.3915646588548342,-0.7424232391604808,-0.638757164460792,-0.4445482487319065
1,0,0,1.319109193441658,1.5948090058149975,-1.0991324825007087,-0.3151862309847982,1.1936940570139725,1.4906955252075649,0.3765605800690532,1.2675482357112866,0.6531091652765132,-0.5686680478249452,2.103727221354114
0,1,0,-0.2748428787302058,1.2396967800712884,-1.6324515396181634,-0.9076415523847948,1.5380951121247552,-0.8637423530534806,0.4591834423467341,0.3915646588548342,1.35087536749501,1.3412603805018872,-0.3407218317873597
1,0,0,0.8636943156782683,-0.8909765743909663,-0.489624988652189,-0.9076415523847948,0.5048919467924073,-1.5364388896994936,-0.8352414000035988,-0.484418918001618,-0.0446570369419838,1.428871776296696,-0.7695314027039734
0,0,0,0.1805719990331838,-0.180752122903548,-0.4515307702866565,0.869724411815195,0.8492930019031899,0.817998988561552,0.2044296169905514,-1.3604024948580704,-1.4401894413789778,-1.0242473059579509,-0.0326387721621854
1,0,0,-0.2748428787302058,1.2396967800712884,-1.1372267008662411,-0.9076415523847948,-1.2171133287615057,0.817998988561552,-1.3998309589010849,-0.484418918001618,1.35087536749501,1.1485153097533076,-0.3407218317873597
0,0,0,-1.185672634256985,1.2396967800712884,-1.1753209192317735,-0.9076415523847948,-0.1839101634291578,-0.8637423530534806,-1.5719619219795864,-0.484418918001618,-1.4401894413789778,-1.1994700975475685,-1.469874546907027
0,0,1,0.8636943156782683,-0.5358643486472572,1.605557021452097,0.2772690904151984,-1.5615143838722882,-0.1910458164074675,-1.654584784257267,1.2675482357112866,0.6531091652765132,-0.9015913518452184,-0.4628229919012737
0,0,0,0.6359868767965734,0.8845845543275793,1.18652061943124,-1.5000968737847915,0.1604908916816247,-0.1910458164074675,-1.248355711392003,-1.3604024948580704,-1.4401894413789778,-0.2707893021225951,0.562584167969286
0,0,0,-0.7302577564935954,1.5948090058149975,-0.9086613906730464,-0.9076415523847948,0.8492930019031899,-1.5364388896994936,-1.1863885646837424,-1.3604024948580704,1.35087536749501,-1.7076161931574596,-1.1646216466222414
1,0,0,0.4082794379148786,0.8845845543275793,1.262709056162305,-0.3151862309847982,-0.1839101634291578,1.4906955252075649,0.2319705710831117,-1.3604024948580704,-0.0446570369419838,0.4125795850769136,0.3611576846290475
0,1,0,-0.2748428787302058,0.5294723285838702,1.18652061943124,-0.3151862309847982,-0.5283112185399405,1.1543472568845583,-0.2224551714441325,1.2675482357112866,0.6531091652765132,-0.2883115812815569,-0.1455216989959763
1,1,0,1.091401754559963,-0.180752122903548,1.0722379643346427,0.869724411815195,0.8492930019031899,0.4816507202385454,1.2991825421698229,0.3915646588548342,-0.7424232391604808,0.3600127476000283,-0.1972731840773704
0,0,0,-0.5025503176119006,-1.6012010258783844,0.2341651602929281,0.869724411815195,0.5048919467924073,-0.8637423530534806,-0.5047499508928754,0.3915646588548342,-1.4401894413789778,-0.9015913518452184,0.8046840841156832
1,0,0,-1.6410875120203747,0.8845845543275793,-1.518168884521566,1.4621797332151916,-0.1839101634291578,-1.200090621376487,-1.6958962153961077,-0.484418918001618,-0.7424232391604808,0.3249681892821047,-1.4516806654330991
0,0,0,-1.41338007313868,0.174360102840161,-1.0991324825007087,0.2772690904151984,-1.2171133287615057,-0.8637423530534806,0.3008229563145125,-1.3604024948580704,-0.7424232391604808,1.201082147230193,-0.2464370949046945
0,0,0,-0.9579651953752902,-1.6012010258783844,0.8436726541414478,1.4621797332151916,-0.872712273650723,0.4816507202385454,1.0168877627210795,0.3915646588548342,-0.7424232391604808,0.5878023766665315,1.5338948535907018
1,1,0,1.319109193441658,-0.5358643486472572,0.615107343948253,1.4621797332151916,-0.5283112185399405,0.817998988561552,1.4093463585400638,-1.3604024948580704,0.6531091652765132,-0.5511457686659833,-0.7068635887382227
0,1,1,0.6359868767965734,1.5948090058149975,-0.6800960804798514,0.869724411815195,-0.5283112185399405,-1.200090621376487,-0.559831859077996,0.3915646588548342,-1.4401894413789778,-1.287081493342377,1.0142775986953283
1,0,0,0.4082794379148786,-1.6012010258783844,0.2722593786584605,-1.5000968737847915,-1.2171133287615057,-1.5364388896994936,0.8034453685037375,0.3915646588548342,-1.4401894413789778,1.3412603805018872,-0.6537374548343539
0,1,0,1.5468166323233528,1.2396967800712884,0.0817882868307981,-1.5000968737847915,-1.5615143838722882,1.1543472568845583,-0.3808156574763544,1.2675482357112866,0.6531091652765132,-0.4635343728711744,1.9175835984519745
0,1,0,-1.6410875120203747,0.8845845543275793,0.2722593786584605,-1.5000968737847915,0.5048919467924073,-0.8637423530534806,-0.8696675926192992,0.3915646588548342,-0.0446570369419838,-0.7614131185735245,-1.4516806654330991
0,0,0,-0.9579651953752902,-1.2460888001346755,-1.5562631028870986,0.869724411815195,0.8492930019031899,1.1543472568845583,-1.3791752433316642,0.3915646588548342,-1.4401894413789778,-0.5686680478249452,1.1937097008759754
0,1,0,0.1805719990331838,1.5948090058149975,1.5293685847210323,-0.9076415523847948,0.5048919467924073,-0.527394084730474,-1.4893390597019054,0.3915646588548342,-0.0446570369419838,-1.1293809809117217,0.2879778502561386
1,1,0,-0.9579651953752902,-1.2460888001346755,-0.0705885866313317,-0.9076415523847948,0.1604908916816247,-0.527394084730474,0.7896748914574574,-0.484418918001618,-0.0446570369419838,1.481438613773581,1.1937097008759754
1,0,0,-0.5025503176119006,0.5294723285838702,0.2341651602929281,0.869724411815195,0.5048919467924073,0.4816507202385454,-0.6424547213556769,-0.484418918001618,1.35087536749501,0.7104583307792635,-0.2660864868965366
1,0,0,-0.2748428787302058,0.174360102840161,0.5008246888516554,-1.5000968737847915,-0.872712273650723,-0.527394084730474,-0.3670451804300743,1.2675482357112866,1.35087536749501,0.9732925181636902,-0.0479216326002845
0,0,1,0.6359868767965734,1.2396967800712884,-0.5277192070177215,0.2772690904151984,0.5048919467924073,-1.5364388896994936,-0.7595037762490581,-0.484418918001618,0.6531091652765132,-0.8139799560504096,0.7884308833323073
0,0,0,0.4082794379148786,-0.5358643486472572,-0.7943787355764489,0.869724411815195,0.5048919467924073,0.1453024519155389,0.7001667906566366,-1.3604024948580704,-0.0446570369419838,-1.7076161931574596,-0.2187823950643247
1,1,1,0.8636943156782683,-0.180752122903548,1.110332182700175,0.2772690904151984,-0.5283112185399405,-0.527394084730474,0.9273796619202588,-0.484418918001618,-1.4401894413789778,1.6216168470452752,-0.1561145810985741
0,0,0,1.5468166323233528,-1.6012010258783844,1.3008032745278375,-0.9076415523847948,-1.5615143838722882,0.1453024519155389,-0.2017994558747124,1.2675482357112866,-0.0446570369419838,-0.0780442313740157,-2.4767643785219
0,0,0,-0.0471354398485109,0.174360102840161,1.0722379643346427,0.869724411815195,-1.5615143838722882,1.1543472568845583,-1.3309785736696838,1.2675482357112866,1.35087536749501,-1.2345146558654918,-0.0082185401394026
1,1,0,-1.185672634256985,-1.2460888001346755,-1.1753209192317735,1.4621797332151916,-1.5615143838722882,-0.8637423530534806,-0.5942580516936964,1.2675482357112866,1.35087536749501,0.1847899560104109,1.4774533901738065
1,1,0,-0.9579651953752902,-0.5358643486472572,0.615107343948253,0.2772690904151984,1.1936940570139725,-0.527394084730474,1.0100025241979398,1.2675482357112866,0.6531091652765132,0.3600127476000283,0.5133393954465224
0,1,0,0.4082794379148786,-0.180752122903548,0.9198610908725128,0.869724411815195,1.5380951121247552,1.1543472568845583,1.5195101749103044,1.2675482357112866,-0.0446570369419838,1.2361267055481164,-0.0737973751409816
0,1,0,1.091401754559963,-0.5358643486472572,-0.7562845172109164,0.869724411815195,1.5380951121247552,-1.200090621376487,0.3559048644996331,0.3915646588548342,1.35087536749501,-0.2532670229636333,-0.5848432903197482
0,1,0,-0.5025503176119006,1.5948090058149975,-0.4515307702866565,-0.9076415523847948,1.1936940570139725,-0.8637423530534806,0.9067239463508384,0.3915646588548342,-1.4401894413789778,0.6053246558254932,-0.8014717724026464
1,0,0,-0.5025503176119006,-1.6012010258783844,1.0722379643346427,0.2772690904151984,1.1936940570139725,0.1453024519155389,1.161477771707021,-0.484418918001618,-1.4401894413789778,-0.8139799560504096,0.8046840841156832
0,0,0,-0.0471354398485109,0.8845845543275793,-1.7086399763492284,1.4621797332151916,0.1604908916816247,-0.8637423530534806,-0.5873728131705563,1.2675482357112866,1.35087536749501,1.4463940554556578,-0.0416952820514295
0,0,0,0.8636943156782683,-0.180752122903548,0.8436726541414478,0.2772690904151984,-1.2171133287615057,-0.8637423530534806,1.175248248753301,1.2675482357112866,0.6531091652765132,-0.2532670229636333,-0.1561145810985741
1,0,0,-0.7302577564935954,0.174360102840161,0.7674842174103829,0.869724411815195,0.8492930019031899,0.4816507202385454,0.1906591399442713,1.2675482357112866,-0.7424232391604808,1.218604426389155,-0.1273278175220485
0,0,0,0.1805719990331838,-0.180752122903548,-1.7467341947147608,-0.9076415523847948,-0.872712273650723,1.1543472568845583,0.3972162956384736,0.3915646588548342,-0.0446570369419838,0.1497453976924873,-0.0326387721621854
1,0,0,0.8636943156782683,-0.180752122903548,-1.2515093559628383,0.869724411815195,-1.5615143838722882,-0.527394084730474,0.163118185851711,-1.3604024948580704,-0.0446570369419838,-0.5511457686659833,-0.1561145810985741
0,0,0,-0.7302577564935954,-0.5358643486472572,-0.1086828049968642,-1.5000968737847915,0.8492930019031899,-1.200090621376487,0.5073801120087145,-1.3604024948580704,-0.7424232391604808,-0.8315022352093714,0.3913190970280478
1,0,0,-1.41338007313868,-0.5358643486472572,1.5293685847210323,-0.9076415523847948,-0.872712273650723,1.1543472568845583,-0.6080285287399766,1.2675482357112866,1.35087536749501,-0.7088462810966392,0.7573799922834714
0,1,0,-1.185672634256985,0.174360102840161,-0.8705671723075138,-1.5000968737847915,-0.872712273650723,-1.5364388896994936,-0.855897115573019,-1.3604024948580704,1.35087536749501,1.2536489847070782,-0.2067340024438125
0,1,0,-1.6410875120203747,-0.5358643486472572,-0.2229654600934616,-1.5000968737847915,-1.5615143838722882,-1.5364388896994936,-0.8352414000035988,-1.3604024948580704,0.6531091652765132,-1.3396483308192626,0.8794002907019459
