failed_traditional_credit,external_repayment_loans,credit_card_interest_incidence,default_flag,bnpl_usage_frequency,financial_stress_score,credit_limit_utilisation,payment_delinquency_count,impulsive_buying_score,financial_literacy_assessment,debt_accumulation_metric,return_dispute_incidents,demographic_risk_factor,bnpl_debt_ratio
0,0,0,0,1.5468166323233528,0.8845845543275793,-0.29915389682452664,-0.3151862309847982,1.1936940570139725,0.817998988561552,-0.6562251984019569,0.39156465885483427,-0.04465703694198385,-1.7251384723164214
1,1,0,1,0.8636943156782683,1.5948090058149975,-1.6324515396181634,1.4621797332151916,0.16049089168162475,-1.5364388896994936,-0.24999612553669284,1.2675482357112866,-0.7424232391604808,-1.2345146558654918
1,0,0,0,1.319109193441658,-0.5358643486472572,-0.642001862114319,1.4621797332151916,-0.872712273650723,0.14530245191553892,1.1063958635219004,1.2675482357112866,0.6531091652765132,-0.30583386044051863
0,0,0,0,-0.04713543984851099,-1.2460888001346755,-0.642001862114319,0.869724411815195,0.16049089168162475,-1.200090621376487,1.436887312632624,1.2675482357112866,1.35087536749501,-1.532393401567842
0,1,0,0,-1.185672634256985,-1.2460888001346755,-0.9467556090385788,-0.3151862309847982,1.5380951121247552,-1.200090621376487,0.3972162956384736,-0.48441891800161807,-1.4401894413789778,0.009567164420793159
0,0,0,0,-0.04713543984851099,-1.6012010258783844,1.0722379643346427,-0.3151862309847982,0.16049089168162475,0.48165072023854544,-0.40835661156891456,-0.48441891800161807,0.6531091652765132,-0.18317790632778622
0,0,0,0,1.5468166323233528,-0.5358643486472572,0.7293899990448504,1.4621797332151916,-0.18391016342915784,1.4906955252075649,-0.8903233081887194,-0.48441891800161807,-0.04465703694198385,0.9032034015278431
1,0,1,0,-0.7302577564935954,1.5948090058149975,-1.3276977926939035,0.2772690904151984,-1.2171133287615057,-1.5364388896994936,1.6159035142342657,1.2675482357112866,-0.7424232391604808,0.5352355391896461
0,1,1,0,-1.6410875120203747,1.2396967800712884,-0.41343655192112405,-0.3151862309847982,1.5380951121247552,0.14530245191553892,1.6227887527574056,1.2675482357112866,-0.04465703694198385,-0.21822246464570977
1,0,1,0,-0.2748428787302058,0.5294723285838702,-1.0991324825007087,0.869724411815195,1.5380951121247552,0.48165072023854544,1.4162315970632038,-1.3604024948580704,0.6531091652765132,-0.9892027476400274
0,1,0,0,-0.7302577564935954,1.5948090058149975,1.64365123981763,-0.3151862309847982,-1.2171133287615057,0.817998988561552,0.941150138966539,1.2675482357112866,-1.4401894413789778,0.7630251682561489
1,1,0,0,-0.5025503176119006,0.5294723285838702,0.2341651602929281,0.869724411815195,0.5048919467924073,0.48165072023854544,-0.6424547213556769,-0.48441891800161807,1.35087536749501,0.7104583307792635
1,0,1,0,-0.5025503176119006,0.5294723285838702,0.9198610908725128,-0.3151862309847982,-1.2171133287615057,0.14530245191553892,1.0513139553367798,1.2675482357112866,0.6531091652765132,-1.2345146558654918
0,0,0,0,-0.04713543984851099,0.8845845543275793,-1.7467341947147608,0.869724411815195,0.16049089168162475,1.1543472568845583,-0.36015994190693407,1.2675482357112866,-1.4401894413789778,1.428871776296696
0,0,0,0,0.18057199903318383,-1.6012010258783844,0.4246362521205905,-0.3151862309847982,-0.18391016342915784,-0.8637423530534806,-0.6424547213556769,-1.3604024948580704,0.6531091652765132,-1.5499156807268037
0,0,1,0,-1.4133800731386799,1.5948090058149975,1.64365123981763,-0.3151862309847982,-0.5283112185399405,0.14530245191553892,0.7965601299805977,1.2675482357112866,-0.7424232391604808,-1.5849602390447273
0,0,1,0,0.18057199903318383,1.5948090058149975,1.5293685847210323,-0.9076415523847948,0.5048919467924073,-0.527394084730474,-1.4893390597019054,0.39156465885483427,-0.04465703694198385,-1.1293809809117215
0,1,0,1,0.8636943156782683,0.8845845543275793,1.64365123981763,0.869724411815195,0.8492930019031899,-1.200090621376487,-1.5995028760721466,-1.3604024948580704,1.35087536749501,1.4113494971377343
0,1,0,0,1.5468166323233528,-0.5358643486472572,-1.5562631028870986,0.869724411815195,-0.5283112185399405,-1.5364388896994936,-0.22245517144413254,1.2675482357112866,-1.4401894413789778,0.04461172273871671
0,1,1,0,0.6359868767965734,-0.5358643486472572,0.8817668725069803,0.869724411815195,-1.5615143838722882,-1.5364388896994936,-0.22934040996727278,1.2675482357112866,1.35087536749501,0.990814797322652
0,0,0,0,0.40827943791487864,-0.5358643486472572,-0.10868280499686422,-1.5000968737847915,-1.5615143838722882,1.4906955252075649,1.319838257739243,-1.3604024948580704,1.35087536749501,-0.9716804684810656
0,1,1,0,0.18057199903318383,0.17436010284016104,0.9579553092380452,-0.3151862309847982,-1.5615143838722882,-0.8637423530534806,-1.3309785736696838,1.2675482357112866,1.35087536749501,-0.06052195221505395
0,1,1,0,1.091401754559963,0.5294723285838702,-0.8705671723075138,0.869724411815195,-1.5615143838722882,-0.527394084730474,-1.3378638121928237,-0.48441891800161807,-1.4401894413789778,-0.5161012103480598
0,1,1,0,0.40827943791487864,0.17436010284016104,1.4912743663555,1.4621797332151916,-0.18391016342915784,-1.200090621376487,-1.2552409499151431,0.39156465885483427,-1.4401894413789778,1.1309930305943459
0,0,0,0,1.5468166323233528,-1.6012010258783844,-1.0610382641351763,-1.5000968737847915,-0.5283112185399405,-1.5364388896994936,-1.6614700227804071,0.39156465885483427,1.35087536749501,-1.6900939139984978
